Nom,Marque,Nutriscore,Category_Label,Energie,Sucre,Gras,Saturés,Sel,Fibres,Protéines,Fruits et Légumes
Pizza Margherita Pomodori,Dr. Oetker,C,Pizzas,226.0,3.35,10.6,3.35,1.04,2.41,3.94,46.415
Pizzas Margherita,Inconnu,C,Pizzas,230.0,2.5,7.3,3.0,1.2,2.3,10.0,16.675
Steinofen-Pizza - Diavolo,"Original Wagner, Wagner",C,Pizzas,231.0,3.7,9.5,4.0,0.98,2.2,9.7,29.585
Pizza légumes grillés,Carte Nature,C,Pizzas,206.0,3.5,7.7,3.7,1.0,3.0,8.6,36.353125
Biscuits Petit déj Bio Céréales Miel,"Gerblé, Gerblé Bio",C,Biscuits,465.0,16.0,18.0,1.8,0.37,6.7,7.4,0.0
Pizza Vesuvio cuite au feu de bois,Carrefour,C,Pizzas,238.0,2.4,7.9,2.6,1.1,1.5,8.2,29.4844123391544
Cheesy pizza,Marks & Spencer,C,Pizzas,274.0,2.4,10.7,3.8,0.95,1.9,10.9,10.95
Pizza Royale cuite au feu de bois,Trattoria Alfredo,C,Pizzas,192.0,4.8,6.0,2.6,1.0,0.0,6.7,35.12734375
Regina Sourdough Pizza,Crosta & Mollica,C,Pizzas,229.0,1.6,7.7,2.8,1.3,1.8,10.0,14.133349609375
stonebaked margarita pizza,Aldi Specially Selected,C,Pizzas,270.0,1.9,9.1,3.8,0.95,1.5,9.8,0.0
Cheesy pizza,Marks & Spencer,C,Pizzas,274.0,2.4,10.7,3.8,0.95,1.9,10.9,10.95
Pizza de pollo barbacoa horno de leña,Carrefour,C,Pizzas,197.0,3.1,4.3,2.1,0.85,3.3,10.0,31.416796875
Cheese and tomato pizza,Aldi,C,Pizzas,239.0,3.6,8.0,4.07,0.667,2.67,10.0,8.65234375
Stonebaked Pepperoni Hand Stretched Pizza,By Sainsbury's,C,Pizzas,261.0,4.22,8.07,3.26,0.919,3.04,13.7,1.25507609049479
Stone baked Thin Mediterranean Vegetable Pizza,Tesco,C,Pizzas,196.0,3.91,5.98,3.18,0.615,2.07,7.09,41.3704223632812
,Hacendado,C,Pizzas,181.0,1.9,5.3,1.8,1.1,2.5,6.4,15.8728515625
Pizza Dolce Sicilia Mozzarella Chorizo Oignons,Sodebo,C,Pizzas,222.0,2.0,7.0,3.8,1.2775,3.5,11.0,23.25
Pizza prosciutto,Hacendado,C,Pizzas,198.0,1.3,5.6,3.0,1.18,0.0,13.7,0.0703125
Ristorante Pizza Hawaii,Dr. Oetker,C,Pizzas,217.0,5.35,8.45,2.79,0.97,1.77,8.45,33.5
Pizza légumes grillés,"Carrefour BIO, Carrefour",C,Pizzas,205.0,3.4,6.3,2.7,0.66,2.1,7.7,36.639384765625
Matin Chocolat,Gerblé,C,Biscuits,438.0,18.0,15.0,2.3,0.19,9.4,10.0,12.375
Wood-fired Double Mozzarella Margherita Sourdough Pizza,Waitrose,C,Pizzas,213.0,2.19,7.27,3.18,0.939,2.11,9.98,32.8683261809879
PICCOLINIS mini-pizzas surgelées Jambon Fromage,Buitoni,C,Pizzas,232.0,3.9,7.6,2.8,1.1,1.8,10.7,14.021875
Ristorante Pizza Margherita Pomodori,Dr. Oetker,C,Pizzas,224.0,3.3,11.0,3.2,1.0,2.0,3.8,45.22646484375
Pizza légumes,"U, U Bio",C,Pizzas,197.0,4.4,6.3,2.3,0.85,1.6,7.4,42.675
Pizza fresca jamón y queso,Hacendado,C,Pizzas,224.0,1.6,7.5,3.4,0.00375,0.0,14.0,5.001875
Bocconcini Mozzarella and Cherry Tomatoes pizza,"Sainsburys taste the difference, Taste the difference, Sainsbury's",C,Pizzas,228.0,3.65,7.88,3.23,0.968,2.15,11.0,28.6666666666667
Inconnu,Sainsbury's,C,Pizzas,287.0,1.9,9.0,3.1,0.72,1.0,12.9,0.0
Pizza royale bio,La pizza du moulin,C,Pizzas,193.0,3.7,6.1,2.8,1.11,0.0,9.0,11.5625
Takeaway Classic The Big Cheese,Goodfella's,C,Pizzas,251.0,1.3,11.0,5.0,0.66,2.2,11.0,16.875
Cheese and Tomato Pizza,By sainsbury's,C,Pizzas,257.0,2.6,8.2,4.0,0.99,2.2,10.9,7.95522836538462
Stonebaked ham and pineapple hand stretched pizza,By sainsbury's,C,Pizzas,227.0,5.1,6.4,2.7,1.12,2.6,11.3,46.96875
CMO Royale 400g Jambon - mozzarella - emmental Présente en x3,Marie,C,Pizzas,232.0,2.6,6.2,2.7,0.95,2.1,11.0,16.125
Protein Lovers Pizza,Garden Gourmet,C,Pizzas,203.0,4.2,5.9,1.5,0.9825,3.0,10.7,22.461328125
Garlic chicken & Smoked Bacon Caesar Pizza,Sainsbury's,C,Pizzas,231.0,3.1,7.96,3.57,0.986,1.81,12.6,25.1770833333333
Sablés Miel 🍯 Saveur Citron🍋& Sarrasin,céréal bio,C,Biscuits,472.0,17.0,18.0,1.9,0.34,5.0,7.9,0.0
Pizza Margherita cuite au feu de bois,LES P'TITS CHEFS DU BIO,C,Pizzas,220.0,3.0,5.9,3.0,1.3,4.7,9.4,17.16875
Pizza Bolognaise,"Alfredo, Lidl",C,Pizzas,224.0,2.4,8.4,4.0,0.983,0.0,9.89,0.0
Emmental Français Sans additif,Entremont,C,Fromages,382.0,0.5,30.0,20.0,0.7,0.0,28.0,0.0
Pizza Margherita Pomodori,Dr. Oetker,C,Pizzas,226.0,3.35,10.6,3.35,1.04,2.41,3.94,46.415
Pizza de manosque royale 400g,Manosque,C,Pizzas,196.0,1.4,7.0,3.3,1.025,2.0,9.8,40.6
Sandwich Zero Sin Azúcares,Gullón,C,Biscuits,422.0,5.0,17.0,6.0,0.6,5.3,6.7,0.0
Le goût primeur - Ligne & plaisir,"Savencia,St moret",C,Fromages,132.0,5.0,8.0,5.5,1.0,0.0,10.0,0.0
Yorkshire Cottage Cheese Natural,Longley Farm,C,Fromages,104.0,2.1,6.0,4.3,0.787,0.0,10.3,0.0
President emmental coeur de meule 250g,"Lactalis, Président",C,Fromages,369.0,0.5,29.0,21.0,0.6,0.0,27.0,0.0
Jben AKNAZ,Aknaz,C,Fromages,241.0,0.0,21.0,0.0,0.5,0.0,6.0,0.0
Light Philadelphia,Philadelphia,C,Fromages,147.0,5.0,10.7,7.0,0.692,0.333,7.33,0.0
"Gran Cereale classico, Fiocchi d avena, farrone orzo","Barilla, Gran Cereale, Mulino Bianco",C,Biscuits,461.0,17.0,18.5,1.8,0.7,8.0,8.3,0.0312026515151516
Biscuits Abricot Pistache,Gerblé,C,Biscuits,467.0,16.0,18.0,1.6,0.13,6.1,9.3,25.16875
Parmigiano Reggiano Revet Fersk Parmesan DOP 60g,OLUF LORENTZEN AS,C,Fromages,402.0,0.0,30.0,20.0,0.004,0.0,32.0,0.0
Doradas al horno zero sin azúcares,gullón,C,Biscuits,439.0,0.5,18.0,1.5,0.4,4.0,6.0,0.0
Salakis 100% Brebis,"Lactalis, Salakis",C,Fromages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIDELIGHT LE BON MOELLEUX ALLEGE 5%MG 350g,Bridelight,C,Fromages,145.0,0.5,5.0,3.5,1.3,0.0,25.0,0.0
Havarti light,HACENDADO,C,Fromages,267.0,1.2,17.0,12.0,0.0115,0.0,27.0,0.0
Fromage blanc au lait de brebis,Vrai,C,Fromages,96.0,4.5,6.3,4.3,0.11,0.0,5.3,0.0
St Moret ligne et plaisir,St Môret,C,Fromages,132.0,5.0,8.0,5.5,1.0,0.0,10.0,0.0
MOZZARELLA PIZZA-ROMA,HACENDADO,C,Fromages,283.0,0.8,21.0,13.0,1.0,0.0,21.0,0.0
Queso de untar light,Hacendado,C,Fromages,130.0,4.8,8.3,6.0,0.0019,0.0,9.0,0.0
Prince goût tout Choco au blé complet,LU,C,Biscuits,93.0,6.7,3.5,1.1,0.11,1.0,1.4,6.7875
Havarti,Hacendado,C,Fromages,1580.0,2.0,140.0,100.0,0.0,0.0,76.0,0.0
mozzarella,Galbani,C,Fromages,220.0,1.0,18.0,13.0,0.7,0.0,17.0,0.0
Mozzarella,"Lidl,Milbona,Lovilio,Pure Via",C,Fromages,245.0,1.5,19.0,13.0,0.4925,0.0,18.0,0.0
Digestive Avena,Gullón,C,Biscuits,438.0,0.7,18.0,1.8,0.75,5.5,7.7,0.0
الهاندس,La Hollandaise,C,Fromages,270.0,6.0,23.0,15.0,0.0,0.0,10.0,0.0
Nooco,nooco,C,Biscuits,494.0,0.0,23.5,0.0,0.3,2.3,8.2,0.0
Gran Cereale Frutta,"Barilla, Mulino Bianco",C,Biscuits,464.0,18.0,20.0,1.8,0.74,8.4,8.8,7.37
Vegane Steinofenpizza,Vemondo,C,Pizzas,217.0,3.0,5.5,0.5,1.0,0.0,5.5,32.3975694444444
"Pâte finequatre saisonsPoivrons, Tomates cerise, Piments, Oignons rouges",Auchan,C,Pizzas,208.0,4.5,8.5,2.2,0.65,2.5,7.5,43.20625
Regina Sourdough Pizza,Crosta & Mollica,C,Pizzas,229.0,1.6,7.7,2.8,1.3,1.8,10.0,14.133349609375
stonebaked margarita pizza,Aldi Specially Selected,C,Pizzas,270.0,1.9,9.1,3.8,0.95,1.5,9.8,0.0
Spinach and ricotta,Tesco,C,Pizzas,215.0,3.7,7.0,3.9,0.7,0.0,10.0,0.0
moelleux pépites de chocolat,Gerblé,C,Biscuits,367.0,0.0,21.0,1.3,0.46,4.5,5.4,16.45
Pizza del gusto orientale,Mix buffet,C,Pizzas,237.0,2.6,9.1,2.5,1.1,2.7,8.3,36.14
Verdura Vegan,Followfood,C,Pizzas,171.0,2.7,2.7,0.4,0.95,0.0,5.7,46.33984375
Pizza Tradizionale Spinaci e Ricotta,Dr. Oetker,C,Pizzas,208.0,3.37,6.75,2.65,0.964,2.02,7.95,31.646
Pizza reine,Mix Buffet,C,Pizzas,229.0,2.7,7.2,2.6,1.0,2.2,10.0,26.3758847988141
Pizza Royale Bio 400g,Fiorini,C,Pizzas,190.0,3.58,5.0,2.7,0.998,2.9,8.5,29.7031412760416
Jambon - champignons,Carrefour,C,Pizzas,205.0,2.6,5.3,2.6,1.3,2.1,9.5,23.8145
Pizza reine,Les p'tits chefs du bio,C,Pizzas,200.0,0.7,2.3,0.8,1.1,0.0,4.3,2.9981803894043
Classic margherita,Marks & Spencer,C,Pizzas,253.0,2.88,9.3,3.79,0.887,1.69,11.2,0.0
Very Veggie Pizza,Marks & Spencer,C,Pizzas,196.0,4.6,5.8,2.0,0.78,0.0,7.9,0.0
McVitie's Rich Tea The Light One (Delights),McVitie's,C,Biscuits,452.0,12.8,15.8,1.5,0.001675,7.3,7.2,0.0
Pizza Traditionale,Dr. Oetker,C,Pizzas,239.0,3.38,9.09,3.12,0.935,2.0,8.83,27.813125
pizza chargrilled vegetables and ricotta,Tesco,C,Pizzas,228.0,4.0,8.1,2.1,1.01,2.2,8.7,24.0
BUITONI FRAICH'UP pizza surgelée Bolognaise 600g,"Buitoni, Fraîch'Up",C,Pizzas,211.0,2.3,6.3,2.3,0.63,1.7,9.4,16.815
,Gervais,C,Fromages,137.0,7.2,7.0,4.8,0.5,0.0,7.0,0.0
Steinofen-Pizza - Diavolo,"Original Wagner, Wagner",C,Pizzas,231.0,3.7,9.5,4.0,0.98,2.2,9.7,29.585
Pizza légumes du soleil,Thiriet,C,Pizzas,194.0,8.4,6.6,2.4,0.71,2.2,7.0,43.7502272727272
Pj pomme pet 1l,Paquito,C,Jus de Fruits,48.0,11.0,0.0,0.0,0.0,0.0,0.0,100.0
Greek Feta Cheese,Lidl Preferred Selection,C,Fromages,287.0,0.2,24.6,0.2,1.9675,0.0,16.2,0.0
"Tropicana Pure premium réveil fruité 1,1 L",Tropicana,C,Jus de Fruits,49.0,11.0,0.0,0.0,0.0,0.8,0.5,100.0
Apple Juice Drink,JUICEBURST,C,Jus de Fruits,42.0,10.5,0.5,0.1,0.01,0.5,0.5,95.0
100% pur jus Orange,"Bio Village, Marque Repère",C,Jus de Fruits,39.0,9.1,0.5,0.1,0.01,0.5,0.5,100.0
Tropicana Oranges pressées sans pulpe,Tropicana,C,Jus de Fruits,41.0,8.4,0.0,0.0,0.0,0.6,0.8,100.0
LE PUR JUS Multifruits,Joker,C,Jus de Fruits,48.0,9.8,0.0,0.0,0.0,0.0,0.5,99.6527777777778
Pur jus d'orange,Solevita,C,Jus de Fruits,39.0,9.2,0.0,0.0,0.0,0.0,0.6,100.0
100% pur jus - jus d'orange sans pulpe,Paquito,C,Jus de Fruits,46.0,9.8,0.5,0.1,0.01,0.5,0.6,100.0
Tropicana Réveil des Tropiques,Tropicana,C,Jus de Fruits,44.0,9.4,0.0,0.0,0.0,0.6,0.4,90.625
dakhla orange  200ml,Marrakech,C,Jus de Fruits,50.0,11.0,0.0,0.0,0.0075,1.2,0.7,100.0
Orange Juice with Juicy Bits,Tropicana,C,Jus de Fruits,41.0,8.6,0.0,0.0,0.0,0.4,0.8,100.0
Smoothie fresa,Hacendado,C,Jus de Fruits,46.0,9.4,0.1,0.0,0.01,0.8,0.6,100.0
Suc de mere,Solevita,C,Jus de Fruits,47.0,10.5,0.1,0.1,0.0,0.2,0.1,100.0
Jus de pomme,"Marque Repère, Jafaden",C,Jus de Fruits,40.0,10.0,0.5,0.1,0.01,0.5,0.5,100.0
"Orange sanguine, grenade, orange, citron vert",Innocent,C,Jus de Fruits,41.0,9.2,0.0,0.0,0.0,0.0,0.5,86.975
100% pur jus de pomme trouble,"Bio Village, Marque Repère",C,Jus de Fruits,44.0,11.0,0.5,0.1,0.01,0.5,0.5,100.0
Quadruple strength apple and blackcurrant,Tesco,C,Jus de Fruits,1.0,0.2,0.1,0.1,0.1,0.1,0.1,40.0
Jus de fruit ACE,JOKER,C,Jus de Fruits,36.0,7.5,0.0,0.0,0.02,0.0,0.5,100.0
Pur jus de pomme,"Marque Repère, Jafaden",C,Jus de Fruits,40.0,10.0,0.5,0.1,0.0,0.5,0.5,100.0
Les Bienfaits Multifruits Eau de coco,Joker,C,Jus de Fruits,36.0,7.4,0.0,0.0,0.01,0.0,0.0,54.10546875
Le BIO 1L pomme,Joker,C,Jus de Fruits,36.0,8.2,0.0,0.0,0.0,0.0,0.0,85.0
,Don Simón,C,Jus de Fruits,20.0,4.8,0.1,0.0,0.03,0.0,0.0,2.8125
Jus d'orange,"Marque Repère, Jafaden",C,Jus de Fruits,35.0,8.3,0.5,0.1,0.01,0.5,0.5,75.0
Sok 100% tłoczony z miąższem Pomarańcza Grejpfrut Pitaja,"Lidl, Solevita",C,Jus de Fruits,41.0,8.7,0.0,0.0,0.01,0.0,0.7,70.0
Joker ananas,Boss,C,Jus de Fruits,49.0,11.0,0.0,0.0,0.0,0.0,0.0,100.0
Minute Maid,"Coca-Cola, Minute Maid",C,Jus de Fruits,45.0,10.1,0.0,0.0,0.0,0.0,0.0,100.0
"Samba (Goyave, Ananas, Citron vert)",Tropicana,C,Jus de Fruits,43.0,10.0,0.0,0.0,0.0,0.0,0.0,100.25
Sok 100% Pomarańcza,Tymbark,C,Jus de Fruits,44.0,10.0,0.0,0.0,0.0,0.0,0.6,100.0
"Innocent jus pomme, pêche & poire 900ml",Innocent,C,Jus de Fruits,42.0,9.0,0.0,0.0,0.0,1.0,0.4,70.0
Smooth Orange Juice,Innocent,C,Jus de Fruits,42.0,8.8,0.0,0.0,0.0,0.68,0.71,100.0
Abc pomme brique 1l,PAQUITO,C,Jus de Fruits,45.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0
Bolt from the blue,innocent,C,Jus de Fruits,39.0,8.91,0.0,0.0,2.27e-05,0.0,0.17,94.5833333333333
Bolt from the Blue,Innocent,C,Jus de Fruits,39.0,8.9,0.0,0.0,0.01,0.0,0.17,94.5833333333333
Innocent jus d'orange avec pulpe 1.5L,Innocent,C,Jus de Fruits,39.0,7.7,0.0,0.0,0.0,0.85,0.8,100.0
Avoine Bio,Auchan Bio,C,Jus de Fruits,43.0,5.0,1.2,0.2,0.08,0.8,0.5,0.0
Orange juice with bits,Innocent,C,Jus de Fruits,43.0,8.8,0.0,0.0,0.0,0.88,0.73,100.0
Jus Pomme nature,Sous le pommier,C,Jus de Fruits,44.0,11.0,0.0,0.0,0.01,0.5,0.0,100.0
jus de clémentines pressées,Andros,C,Jus de Fruits,44.0,10.0,0.1,0.0,0.0,0.2,0.7,100.0
100% Pur jus Orange Sans pulpe,Carrefour BIO,C,Jus de Fruits,44.0,8.7,0.5,0.0,0.01,0.0,0.7,100.0
Jus d'orange pour jus,"Marque Repère, Jafaden",C,Jus de Fruits,45.0,9.2,0.5,0.1,0.01,0.5,0.5,100.0
"Tropicana Essentiels Vitalité pomme, banane, kiwi, ananas, épinard vitamine C & magnésium 1 L",Tropicana,C,Jus de Fruits,54.0,8.7,1.0,0.0,0.03,0.5,0.3,81.0
Apfel-Direktsaft Naturtrüb,"Rio d'Oro, Quargentan",C,Jus de Fruits,46.0,10.0,0.5,0.1,0.01,0.0,0.5,100.0
100% pur jus orange sans pulpe,"Paquito, Sélection Intermarché",C,Jus de Fruits,42.0,8.2,0.5,0.1,0.01,0.5,0.7,100.0
Jus multifruits,"Vitafit, Solevita",C,Jus de Fruits,46.0,10.3,0.1,0.0,0.01,0.4,0.5,99.9774639423077
Zumo de piña Selección,Hacendado,C,Jus de Fruits,43.0,10.2,0.1,0.0,0.0,0.2,0.4,100.0
Zumo De Clementina,Hacendado,C,Jus de Fruits,42.0,9.5,0.1,0.0,0.0,0.3,0.6,100.0
Juicy water,INNOCENT,C,Jus de Fruits,28.0,6.2,0.0,0.0,0.0,0.0,0.0,70.775
100% jus de pomme,FRUIMA,C,Jus de Fruits,45.0,10.0,0.5,0.1,0.01,0.0,0.5,100.0
JUS D'ORANGE avec pulpe 100% pur jus,"Carrefour BIO, Carrefour",C,Jus de Fruits,40.0,9.0,0.0,0.0,0.01,0.5,0.7,100.0
Jus de pomme,"Marque Repère, Jafaden",C,Jus de Fruits,45.0,10.0,0.5,0.1,0.01,0.5,0.5,100.0
Orangensaft,Rio doro,C,Jus de Fruits,44.0,9.6,0.1,0.05,0.03,0.0,0.7,100.0
BUITONI FOUR A PIERRE Pizza surgelée Bolognaise 345g,"Buitoni, Four a pierre",C,Pizzas,194.0,4.4,5.8,2.1,1.1,1.9,8.5,23.5046875
Jutos ananas,Jaouda,C,Jus de Fruits,45.0,10.79,0.0,0.0,0.2,0.0,0.0,0.0
Bifrutas tropical,Pascual,C,Jus de Fruits,21.0,4.8,0.0,0.0,0.0,0.5,0.3,7.0
Jafaden - Pur jus d'orange pulpe pet,"Marque Repère, Jafaden",C,Jus de Fruits,39.0,10.0,0.0,0.0,0.01,0.5,0.5,95.5
BRK 1L PJ POMME TRBL CQLP,"C'est qui le patron ?!,La marque du consommateur",C,Jus de Fruits,44.0,9.8,0.5,0.0,0.01,0.5,0.5,100.0
100% pur jus multifruits,Carrefour extra,C,Jus de Fruits,48.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0
Tropicana Pomme origine France 1 L,Tropicana,C,Jus de Fruits,47.0,11.0,0.0,0.0,0.0,0.6,0.1,100.0
Apple and Ginger Juice,Crawston Press,C,Jus de Fruits,42.0,9.7,0.0,0.0,2.5e-05,0.0,0.5,99.8
Pur Jus d'orange,Carrefour,C,Jus de Fruits,39.0,8.7,0.0,0.0,0.01,0.0,0.7,100.0
Orange and mango squash,Tesco,C,Jus de Fruits,1.0,0.1,0.1,0.1,0.1,0.1,0.1,8.0
Pj pomme merci ! brique 1l,"Intermarche,Les agriculteurs vous disent merci",C,Jus de Fruits,44.0,11.0,0.0,0.0,0.002,0.0,0.0,100.0
Juicy & Zingy Smooth Orange Juice,Sainsbury's,C,Jus de Fruits,37.0,7.6,0.5,0.1,0.06,0.5,0.6,100.0
Tropicana Oranges pressées avec pulpe,Tropicana,C,Jus de Fruits,41.0,8.4,0.0,0.0,0.0,0.8,0.8,100.0
succo di mela,Solevita,C,Jus de Fruits,42.0,9.7,0.0,0.0,0.01,0.0,0.0,150.0
Jus de pomme à base de concentré,Carrefour,C,Jus de Fruits,46.0,11.0,0.0,0.0,0.0,0.0,0.0,100.0
Pur jus d'orange Bouteille PET 1L,U,C,Jus de Fruits,44.0,9.7,0.5,0.1,0.01,0.5,0.5,100.0
100 % pur jus d'ananas,"Marque Repère, Jafaden",C,Jus de Fruits,46.0,10.9,0.5,0.1,0.01,0.5,0.5,100.0
Apple juice,by sainsbury's,C,Jus de Fruits,40.7,8.67,0.133,0.0667,0.06,0.2,0.133,0.0
Jus d'orange sans pulpe,"Marque Repère, Jafaden",C,Jus de Fruits,43.0,9.7,0.5,0.1,0.01,0.5,0.6,100.0
Pur jus de pomme,"Marque Repère, Jafaden",C,Jus de Fruits,40.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0
Suc de portocale din concentrat,Solevita,C,Jus de Fruits,44.0,9.0,0.1,0.0,0.02,0.0,0.7,100.0
jus orange sans pulpe,Andros,C,Jus de Fruits,40.0,9.1,0.1,0.0,0.01,0.3,0.6,100.0
"pomme, kiwi & concombre",Innocent,C,Jus de Fruits,39.0,8.7,0.0,0.0,0.0,0.0,0.0,84.1
100% pur jus POMMESans sucres ajoutés** Comme tous les jus de fruits. Contient les sucres naturellement présents dans les fruits.,Auchan,C,Jus de Fruits,42.0,9.7,0.5,0.1,0.01,0.5,0.5,100.0
Press up,Jaouda,C,Jus de Fruits,42.5,9.2,0.1,0.0,0.005,1.0,0.7,100.0
Jus de pamplemousse rose,Solevita,C,Jus de Fruits,43.0,8.9,0.1,0.0,0.0,0.0,0.5,100.0
PET 1LP.J.ORANGE A.PULPE JOKE,Joker,C,Jus de Fruits,44.0,8.7,0.0,0.0,0.0,0.0,0.7,100.0
Juper orange 1l,Juper,C,Jus de Fruits,25.0,4.9,0.1,0.0,0.0,0.0,0.9,12.0
PUR JUS MULTIFRUITS 100% Pressés,"Solevita, Solevitavitafit, lidl",C,Jus de Fruits,44.0,9.6,0.01,0.01,0.01,0.4,0.3,99.82421875
succo di mela,Solevita,C,Jus de Fruits,42.0,9.7,0.0,0.0,0.01,0.0,0.0,150.0
100% pur jus orange avec pulpe,Carrefour,C,Jus de Fruits,38.0,8.7,0.0,0.0,0.0,0.0,0.7,100.0
Pur jus orange Avec pulpe,Solevita,C,Jus de Fruits,42.0,9.0,0.5,0.1,0.01,0.0,0.7,100.0
Orange Juice,Lidl,C,Jus de Fruits,49.0,10.3,0.2,0.1,0.01,0.5,0.6,0.0
Jus De Pomme,Agidra,C,Jus de Fruits,43.0,10.0,0.0,0.0,0.0,0.0,0.5,100.0
Tropicana Clémentine 1 L,Tropicana,C,Jus de Fruits,50.0,10.0,0.0,0.0,0.0,1.1,0.6,100.0
Super smoothie Défense,Innocent,C,Jus de Fruits,57.0,10.0,0.7,0.5,0.1,1.2,0.0,99.0
Marrakech pomme 1l,Marrakech,C,Jus de Fruits,46.0,10.699999809265,0.0,0.0,0.0049999998882413,0.0,0.20000000298023,100.0
Tropicana 100% oranges pressées avec pulpe 1 L,Tropicana,C,Jus de Fruits,42.0,8.6,0.0,0.0,0.0,0.8,0.8,100.0
Moelleux chocolat,"Belvita, LU, Mondelez International",C,Biscuits,399.0,18.0,14.0,2.9,0.44,6.9,6.1,3.70000000000001
JOKER LE FRUIT OSP PET,Joker,C,Jus de Fruits,42.0,8.7,0.0,0.0,0.01,0.0,0.6,75.0
Bio gyömbér shot,Solevita,C,Jus de Fruits,39.0,7.6,0.5,0.1,0.025,0.0,0.5,75.0
Sablé saveur COCO,Gerblé,C,Biscuits,427.2,0.0,15.0,1.5,0.2,4.1,6.2,9.165625
Goûter aux écorces confites,Gerblé,C,Biscuits,445.0,20.0,15.0,1.4,0.03,6.1,9.5,14.725
Goûter aux raisins,Gerblé,C,Biscuits,434.0,21.0,14.0,1.3,0.0,6.4,9.4,21.95
Cocktail Tropical Multivitaminé,Pago,C,Jus de Fruits,0.0,11.0,0.5,0.1,0.0,0.0,0.5,99.625
Le Bio Orange,Pressade,C,Jus de Fruits,34.0,8.2,0.0,0.0,0.0,0.5,0.5,70.0
Tropicana Multivitamines format familial 1.5 L,Tropicana,C,Jus de Fruits,47.0,11.0,0.0,0.0,0.0,0.6,0.5,86.1
Jus de pomme,Lidl Solevita,C,Jus de Fruits,45.0,10.0,0.1,0.0,0.01,0.0,0.5,100.0
Biscotti,Excelo,C,Biscuits,193.0,12.0,6.0,3.0,0.25,1.0,3.0,0.0
Jus de pomme pur jus,Solevita,C,Jus de Fruits,47.0,10.5,0.1,0.1,0.01,0.0,0.1,100.0
Marrakech orange 1l,SELECTION,C,Jus de Fruits,50.0,11.0,0.0,0.0,0.00762,1.2,0.7,100.0
Biscuit complet au germe de blé,Gerblé,C,Biscuits,440.0,21.4,14.3,1.19,0.238,7.14,9.52,10.975
100% PUR JUS Pomme,"Carrefour, Carrefour Extra",C,Jus de Fruits,45.0,10.0,0.0,0.0,0.01,0.5,0.0,100.0
"Pur jus de 6 fruits pressés myrtille, cassis, pomme, cranberry",Innocent,C,Jus de Fruits,45.3,10.0,0.333,0.0667,0.00667,0.333,0.333,99.8
Biscuits pavot citron,Gerblé,C,Biscuits,454.0,16.0,16.0,1.4,0.36,5.0,8.9,14.85
brilliant beetroot,cawston press,C,Jus de Fruits,39.0,8.1,0.1,0.0,0.0875,0.0,1.0,100.0
Smooth Orange with no Bits,Tropicana,C,Jus de Fruits,40.7,8.67,0.0,0.0,0.0,0.0,0.8,100.0
Minute maid orange,Minute Maid,C,Jus de Fruits,42.0,8.7,0.0,0.0,0.0,0.0,0.7,100.0
Cuetara Digesta Light 200G Marie Cookies,Cuétara,C,Biscuits,406.0,0.0,18.0,2.1,0.85,3.9,6.9,0.0
Fruit & Seed Oatcakes,Nairn's,C,Biscuits,440.0,16.0,15.2,4.8,0.516,9.6,9.6,0.0
Lindt Excellence Dark Orange Intense,Lindt,C,Chocolats,160.0,13.8,9.6,5.1,0.0,0.0,2.1,12.0015625
Chocolat Noir - l'Original,Côte d'Or,C,Chocolats,132.0,13.0,7.4,4.6,0.01,1.9,1.3,0.0
Nooco,nooco,C,Chocolats,494.0,0.0,23.5,0.0,0.3,2.3,8.2,0.0
Chocolat noir sans sucres ajoutés,Gerblé,C,Chocolats,455.0,1.2,32.0,22.0,0.0,18.0,7.1,0.0
Dark chocolate,Waitrose,C,Chocolats,626.0,1.04,52.9,3.25,0.0,1.21,10.0,0.0
Press up,Inconnu,C,Jus de Fruits,54.0,5.5,0.1,0.0,0.0025,0.1,0.4,64.25
Shot de gingembre bio,Solevita,C,Jus de Fruits,39.0,7.6,0.5,0.1,0.01,0.0,0.5,75.0
Nutri+ avoine complet,Bjorg,C,Biscuits,442.0,16.0,15.0,1.4,0.35,7.5,9.1,8.25
"Biscuits 3 graines Kasha, Sésame, Pavot",Gerblé,C,Biscuits,448.0,17.0,17.0,1.6,0.42,8.7,9.5,0.0
"Tropicana 100% oranges pressées sans pulpe format familial 1,5 L",Tropicana,C,Jus de Fruits,43.0,8.9,0.0,0.0,0.0,0.6,0.8,100.0
1L PUR JUS ORANGE JOKER NEW,Joker,C,Jus de Fruits,41.0,8.5,0.0,0.0,0.0,0.0,0.8,100.0
Jus d'orange sans pulpe,Solevita,C,Jus de Fruits,42.0,9.0,0.05,0.01,0.02,0.0,0.7,100.0
FA-BU-BLEU,Innocent,C,Jus de Fruits,41.0,9.3,0.0,0.0,0.0,0.0,0.0,87.9833333333333
Bio Mango-Lime,Lidl,C,Jus de Fruits,40.0,8.7,0.5,0.1,0.01,0.5,0.5,80.6
Jafaden,"Marque Repère, Jafaden",C,Jus de Fruits,43.0,9.7,0.5,0.1,0.01,0.5,0.6,100.0
PET 1.5L PUR JUS ORANGE JOKER,joker,C,Jus de Fruits,42.0,8.6,0.0,0.0,0.01,0.0,0.6,100.0
